Name,Team,POS,ADP,IP,mERA,mWHIP,mSO,mQS,mSVHLD,PTS,aPOS,Dollars,PlayerId
"Kyle Finnegan","WSN","RP",226.97000122070312,66,-2.208172849359433,-4.714048668293386,-6.140322428138988,-5.753388976757579,10.328163136805262,-8.487769785744122,11.882027289707361,4.394257503963239,"15009"
"Trevor May","OAK","RP",293.7200012207031,62,-2.00470361157889,-1.546920084935995,-6.3778691483265755,-5.753388976757579,7.105363217290248,-8.57751860430879,11.882027289707361,4.304508685398572,"6398"
"Matt Brash","SEA","RP",468.239990234375,63,3.4239199622218037,-2.779394115104446,-5.326217272572664,-5.753388976757579,1.8135078662822322,-8.62157253593065,11.882027289707361,4.2604547537767115,"25756"
"Alek Manoah","TOR","SP",67.72000122070312,199.316,-15.704419708915239,-5.600198101880994,7.320632559861284,8.062185633196624,-5.6090416211510945,-11.530841238889417,14.737972710292768,4.20713147140335,"26410"
"Frankie Montas","NYY","SP",282.239990234375,126.711,-5.151216780711444,-3.361779581348742,-0.14084865398877625,2.7112173347181394,-5.6090416211510945,-11.551669302481919,14.737972710292768,4.1863034078108505,"14309"
"Grayson Rodriguez","BAL","SP",999,138.51,-6.482293391070991,-4.97107310403335,1.8556692817002547,3.5739462275337286,-5.6090416211510945,-11.632792607021452,14.737972710292768,4.1051801032713175,"sa3008130"
"Alex Vesia","LAD","RP",548.760009765625,63,-0.0888640611989145,-2.1091784022203295,-4.679778723820492,-5.753388976757579,3.593320118541089,-9.037890045456226,11.882027289707361,3.844137244251134,"25007"
"Tylor Megill","NYM","SP",409.9700012207031,71.8749,-0.03149812604763781,1.2311518477061882,-4.969847857477592,-2.899099651188092,-5.280181330953666,-11.949475117960798,14.737972710292768,3.78849759233197,"21318"
"A.J. Puk","OAK","RP",404.6199951171875,82.468,-0.32955343051661606,-3.5917053127003626,-4.271037753777109,-4.551335298353561,3.6403820834235057,-9.103249711924143,11.882027289707361,3.7787775777832193,"19343"
"Scott Barlow","KCR","RP",115.06999969482422,72,-2.6625449431401362,-4.996931626961035,-5.653994512917602,-5.753388976757579,9.943963060593168,-9.122896999183183,11.882027289707361,3.7591302905241766,"14993"
